Year,STATE,STATENAME,ST_CASE,VEH_NO,DRDISTRACT,DRDISTRACTNAME
2017,4,Arizona,40135,2,99,Unknown if Distracted
2017,4,Arizona,40136,1,0,Not Distracted
2017,4,Arizona,40136,2,0,Not Distracted
2017,4,Arizona,40137,1,99,Unknown if Distracted
2017,4,Arizona,40138,1,99,Unknown if Distracted
2017,4,Arizona,40139,1,0,Not Distracted
2017,4,Arizona,40140,1,99,Unknown if Distracted
2017,4,Arizona,40141,1,0,Not Distracted
2017,4,Arizona,40141,2,1,Looked But Did Not See
2017,4,Arizona,40142,1,99,Unknown if Distracted
2017,4,Arizona,40143,1,99,Unknown if Distracted
2017,4,Arizona,40143,2,0,Not Distracted
2017,4,Arizona,40145,1,99,Unknown if Distracted
2017,4,Arizona,40145,2,99,Unknown if Distracted
2017,4,Arizona,40146,1,99,Unknown if Distracted
2017,4,Arizona,40146,2,0,Not Distracted
2017,4,Arizona,40147,1,99,Unknown if Distracted
2017,4,Arizona,40147,2,0,Not Distracted
2017,4,Arizona,40148,1,0,Not Distracted
2017,4,Arizona,40149,1,0,Not Distracted
2017,4,Arizona,40150,1,0,Not Distracted
2017,4,Arizona,40151,1,0,Not Distracted
2017,4,Arizona,40152,1,99,Unknown if Distracted
2017,4,Arizona,40153,1,99,Unknown if Distracted
2017,4,Arizona,40154,1,99,Unknown if Distracted
2017,4,Arizona,40155,1,99,Unknown if Distracted
2017,4,Arizona,40156,1,1,Looked But Did Not See
2017,4,Arizona,40156,2,99,Unknown if Distracted
2017,4,Arizona,40157,1,99,Unknown if Distracted
2017,4,Arizona,40157,2,99,Unknown if Distracted
2017,4,Arizona,40157,3,0,Not Distracted
2017,4,Arizona,40158,1,99,Unknown if Distracted
2017,4,Arizona,40158,2,0,Not Distracted
2017,4,Arizona,40159,1,99,Unknown if Distracted
2017,4,Arizona,40159,2,0,Not Distracted
2017,4,Arizona,40159,3,0,Not Distracted
2017,4,Arizona,40160,1,1,Looked But Did Not See
2017,4,Arizona,40160,2,0,Not Distracted
2017,4,Arizona,40161,1,99,Unknown if Distracted
2017,4,Arizona,40162,1,99,Unknown if Distracted
2017,4,Arizona,40163,1,0,Not Distracted
2017,4,Arizona,40164,1,99,Unknown if Distracted
2017,4,Arizona,40164,2,0,Not Distracted
2017,4,Arizona,40164,3,0,Not Distracted
2017,4,Arizona,40164,4,0,Not Distracted
2017,4,Arizona,40164,5,0,Not Distracted
2017,4,Arizona,40164,6,99,Unknown if Distracted
2017,4,Arizona,40164,7,0,Not Distracted
2017,4,Arizona,40165,1,99,Unknown if Distracted
2017,4,Arizona,40166,1,99,Unknown if Distracted
2017,4,Arizona,40166,2,0,Not Distracted
2017,4,Arizona,40166,3,0,Not Distracted
2017,4,Arizona,40166,4,0,Not Distracted
2017,4,Arizona,40167,1,1,Looked But Did Not See
2017,4,Arizona,40168,1,1,Looked But Did Not See
2017,4,Arizona,40169,1,0,Not Distracted
2017,4,Arizona,40170,1,99,Unknown if Distracted
2017,4,Arizona,40171,1,0,Not Distracted
2017,4,Arizona,40171,2,99,Unknown if Distracted
2017,4,Arizona,40172,1,99,Unknown if Distracted
2017,4,Arizona,40173,1,99,Unknown if Distracted
2017,4,Arizona,40174,1,0,Not Distracted
2017,4,Arizona,40174,2,0,Not Distracted
2017,4,Arizona,40175,1,99,Unknown if Distracted
2017,4,Arizona,40176,1,99,Unknown if Distracted
2017,4,Arizona,40176,2,99,Unknown if Distracted
2017,4,Arizona,40177,1,0,Not Distracted
2017,4,Arizona,40177,2,99,Unknown if Distracted
2017,4,Arizona,40178,1,1,Looked But Did Not See
2017,4,Arizona,40179,1,99,Unknown if Distracted
2017,4,Arizona,40179,2,99,Unknown if Distracted
2017,4,Arizona,40180,1,96,Not Reported
2017,4,Arizona,40181,1,99,Unknown if Distracted
2017,4,Arizona,40182,1,99,Unknown if Distracted
2017,4,Arizona,40182,2,0,Not Distracted
2017,4,Arizona,40182,3,0,Not Distracted
2017,4,Arizona,40182,4,0,Not Distracted
2017,4,Arizona,40183,1,0,Not Distracted
2017,4,Arizona,40183,2,0,Not Distracted
2017,4,Arizona,40183,3,1,Looked But Did Not See
2017,4,Arizona,40184,1,0,Not Distracted
2017,4,Arizona,40185,1,1,Looked But Did Not See
2017,4,Arizona,40186,1,96,Not Reported
2017,4,Arizona,40187,1,99,Unknown if Distracted
2017,4,Arizona,40187,2,99,Unknown if Distracted
2017,4,Arizona,40188,1,96,Not Reported
2017,4,Arizona,40189,1,96,Not Reported
2017,4,Arizona,40189,2,0,Not Distracted
2017,4,Arizona,40189,3,0,Not Distracted
2017,4,Arizona,40190,1,99,Unknown if Distracted
2017,4,Arizona,40193,1,99,Unknown if Distracted
2017,4,Arizona,40194,1,0,Not Distracted
2017,4,Arizona,40194,2,0,Not Distracted
2017,4,Arizona,40195,1,99,Unknown if Distracted
2017,4,Arizona,40195,2,0,Not Distracted
2017,4,Arizona,40196,1,0,Not Distracted
2017,4,Arizona,40197,1,0,Not Distracted
2017,4,Arizona,40197,2,0,Not Distracted
2017,4,Arizona,40198,1,99,Unknown if Distracted
2017,4,Arizona,40199,1,0,Not Distracted
2017,4,Arizona,40199,2,0,Not Distracted
2017,4,Arizona,40199,3,0,Not Distracted
2017,4,Arizona,40200,1,0,Not Distracted
2017,4,Arizona,40201,1,12,"Distracted by Outside Person, Object or Event"
2017,4,Arizona,40202,1,99,Unknown if Distracted
2017,4,Arizona,40203,1,96,Not Reported
2017,4,Arizona,40205,1,0,Not Distracted
2017,4,Arizona,40206,1,0,Not Distracted
2017,4,Arizona,40207,1,92,"Distraction (Distracted), Details Unknown"
2017,4,Arizona,40208,1,99,Unknown if Distracted
2017,4,Arizona,40209,1,99,Unknown if Distracted
2017,4,Arizona,40210,1,99,Unknown if Distracted
2017,4,Arizona,40211,1,0,Not Distracted
2017,4,Arizona,40211,2,0,Not Distracted
2017,4,Arizona,40212,1,99,Unknown if Distracted
2017,4,Arizona,40213,1,0,Not Distracted
2017,4,Arizona,40214,1,0,Not Distracted
2017,4,Arizona,40215,1,0,Not Distracted
2017,4,Arizona,40216,1,99,Unknown if Distracted
2017,4,Arizona,40217,1,99,Unknown if Distracted
2017,4,Arizona,40218,1,12,"Distracted by Outside Person, Object or Event"
2017,4,Arizona,40219,1,99,Unknown if Distracted
2017,4,Arizona,40220,1,99,Unknown if Distracted
2017,4,Arizona,40221,1,99,Unknown if Distracted
2017,4,Arizona,40221,2,0,Not Distracted
2017,4,Arizona,40222,1,99,Unknown if Distracted
2017,4,Arizona,40223,1,99,Unknown if Distracted
2017,4,Arizona,40223,2,0,Not Distracted
2017,4,Arizona,40224,1,99,Unknown if Distracted
2017,4,Arizona,40224,2,99,Unknown if Distracted
2017,4,Arizona,40225,1,0,Not Distracted
2017,4,Arizona,40226,1,99,Unknown if Distracted
2017,4,Arizona,40227,1,0,Not Distracted
2017,4,Arizona,40227,2,0,Not Distracted
2017,4,Arizona,40227,3,0,Not Distracted
2017,4,Arizona,40228,1,99,Unknown if Distracted
2017,4,Arizona,40229,1,3,By Other Occupant(s)
2017,4,Arizona,40229,2,9,While Using Other Component/Controls Integral to Vehicle
2017,4,Arizona,40230,1,1,Looked But Did Not See
2017,4,Arizona,40230,2,0,Not Distracted
2017,4,Arizona,40231,1,99,Unknown if Distracted
2017,4,Arizona,40231,2,0,Not Distracted
2017,4,Arizona,40232,1,0,Not Distracted
2017,4,Arizona,40232,2,0,Not Distracted
2017,4,Arizona,40233,1,99,Unknown if Distracted
2017,4,Arizona,40233,2,0,Not Distracted
2017,4,Arizona,40235,1,99,Unknown if Distracted
2017,4,Arizona,40235,2,16,No Driver Present/Unknown if Driver present
2017,4,Arizona,40236,1,99,Unknown if Distracted
2017,4,Arizona,40237,1,99,Unknown if Distracted
2017,4,Arizona,40238,1,99,Unknown if Distracted
2017,4,Arizona,40238,2,0,Not Distracted
2017,4,Arizona,40239,1,1,Looked But Did Not See
2017,4,Arizona,40239,2,0,Not Distracted
2017,4,Arizona,40240,1,0,Not Distracted
2017,4,Arizona,40240,2,0,Not Distracted
2017,4,Arizona,40241,1,0,Not Distracted
2017,4,Arizona,40242,1,10,While Using or Reaching for Device/Object Brought into Vehicle
2017,4,Arizona,40242,2,0,Not Distracted
2017,4,Arizona,40243,1,99,Unknown if Distracted
2017,4,Arizona,40243,2,0,Not Distracted
2017,4,Arizona,40244,1,99,Unknown if Distracted
2017,4,Arizona,40245,1,99,Unknown if Distracted
2017,4,Arizona,40245,2,0,Not Distracted
2017,4,Arizona,40246,1,99,Unknown if Distracted
2017,4,Arizona,40246,2,0,Not Distracted
2017,4,Arizona,40247,1,99,Unknown if Distracted
2017,4,Arizona,40247,2,99,Unknown if Distracted
2017,4,Arizona,40248,1,0,Not Distracted
2017,4,Arizona,40248,2,0,Not Distracted
2017,4,Arizona,40249,1,99,Unknown if Distracted
2017,4,Arizona,40250,1,96,Not Reported
2017,4,Arizona,40250,2,0,Not Distracted
2017,4,Arizona,40250,3,0,Not Distracted
2017,4,Arizona,40250,4,0,Not Distracted
2017,4,Arizona,40251,1,0,Not Distracted
2017,4,Arizona,40251,2,0,Not Distracted
2017,4,Arizona,40252,1,0,Not Distracted
2017,4,Arizona,40252,2,0,Not Distracted
2017,4,Arizona,40253,1,99,Unknown if Distracted
2017,4,Arizona,40254,1,0,Not Distracted
2017,4,Arizona,40254,2,0,Not Distracted
2017,4,Arizona,40254,3,0,Not Distracted
2017,4,Arizona,40255,1,0,Not Distracted
2017,4,Arizona,40255,2,16,No Driver Present/Unknown if Driver present
2017,4,Arizona,40256,1,0,Not Distracted
2017,4,Arizona,40256,2,13,Eating or Drinking
2017,4,Arizona,40257,1,0,Not Distracted
2017,4,Arizona,40257,2,0,Not Distracted
2017,4,Arizona,40258,1,0,Not Distracted
2017,4,Arizona,40259,1,99,Unknown if Distracted
2017,4,Arizona,40259,2,0,Not Distracted
2017,4,Arizona,40260,1,99,Unknown if Distracted
2017,4,Arizona,40261,1,0,Not Distracted
2017,4,Arizona,40261,2,0,Not Distracted
2017,4,Arizona,40262,1,99,Unknown if Distracted
2017,4,Arizona,40263,1,99,Unknown if Distracted
2017,4,Arizona,40263,2,0,Not Distracted
2017,4,Arizona,40263,3,0,Not Distracted
2017,4,Arizona,40264,1,0,Not Distracted
2017,4,Arizona,40265,1,99,Unknown if Distracted
2017,4,Arizona,40266,1,99,Unknown if Distracted
2017,4,Arizona,40266,2,99,Unknown if Distracted
2017,4,Arizona,40268,1,0,Not Distracted
2017,4,Arizona,40269,1,99,Unknown if Distracted
2017,4,Arizona,40269,2,99,Unknown if Distracted
2017,4,Arizona,40270,1,99,Unknown if Distracted
2017,4,Arizona,40271,1,99,Unknown if Distracted
2017,4,Arizona,40272,1,0,Not Distracted
2017,4,Arizona,40273,1,99,Unknown if Distracted
2017,4,Arizona,40273,2,0,Not Distracted
2017,4,Arizona,40274,1,0,Not Distracted
2017,4,Arizona,40274,2,0,Not Distracted
2017,4,Arizona,40275,1,99,Unknown if Distracted
2017,4,Arizona,40276,1,99,Unknown if Distracted
2017,4,Arizona,40277,1,15,Other Cellular Phone Related
2017,4,Arizona,40277,1,3,By Other Occupant(s)
2017,4,Arizona,40278,1,99,Unknown if Distracted
2017,4,Arizona,40279,1,0,Not Distracted
2017,4,Arizona,40279,2,99,Unknown if Distracted
2017,4,Arizona,40280,1,99,Unknown if Distracted
2017,4,Arizona,40282,1,0,Not Distracted
2017,4,Arizona,40282,2,0,Not Distracted
2017,4,Arizona,40283,1,99,Unknown if Distracted
2017,4,Arizona,40283,2,0,Not Distracted
2017,4,Arizona,40283,3,0,Not Distracted
2017,4,Arizona,40283,4,0,Not Distracted
2017,4,Arizona,40284,1,96,Not Reported
2017,4,Arizona,40284,2,99,Unknown if Distracted
2017,4,Arizona,40285,1,99,Unknown if Distracted
2017,4,Arizona,40286,1,99,Unknown if Distracted
2017,4,Arizona,40287,1,0,Not Distracted
2017,4,Arizona,40288,1,0,Not Distracted
2017,4,Arizona,40289,1,99,Unknown if Distracted
2017,4,Arizona,40290,1,99,Unknown if Distracted
2017,4,Arizona,40291,1,99,Unknown if Distracted
2017,4,Arizona,40292,1,99,Unknown if Distracted
2017,4,Arizona,40292,2,99,Unknown if Distracted
2017,4,Arizona,40293,1,99,Unknown if Distracted
2017,4,Arizona,40294,1,99,Unknown if Distracted
2017,4,Arizona,40296,1,0,Not Distracted
2017,4,Arizona,40296,2,0,Not Distracted
2017,4,Arizona,40296,3,0,Not Distracted
2017,4,Arizona,40297,1,0,Not Distracted
2017,4,Arizona,40298,1,0,Not Distracted
2017,4,Arizona,40299,1,99,Unknown if Distracted
2017,4,Arizona,40299,2,99,Unknown if Distracted
2017,4,Arizona,40300,1,99,Unknown if Distracted
2017,4,Arizona,40301,1,0,Not Distracted
2017,4,Arizona,40301,2,0,Not Distracted
2017,4,Arizona,40302,1,99,Unknown if Distracted
2017,4,Arizona,40303,1,1,Looked But Did Not See
2017,4,Arizona,40304,1,3,By Other Occupant(s)
2017,4,Arizona,40305,1,96,Not Reported
2017,4,Arizona,40306,1,96,Not Reported
2017,4,Arizona,40306,2,0,Not Distracted
2017,4,Arizona,40307,1,99,Unknown if Distracted
2017,4,Arizona,40307,2,99,Unknown if Distracted
2017,4,Arizona,40308,1,99,Unknown if Distracted
2017,4,Arizona,40309,1,99,Unknown if Distracted
2017,4,Arizona,40310,1,0,Not Distracted
2017,4,Arizona,40310,2,96,Not Reported
2017,4,Arizona,40310,3,12,"Distracted by Outside Person, Object or Event"
2017,4,Arizona,40311,1,0,Not Distracted
2017,4,Arizona,40311,2,0,Not Distracted
2017,4,Arizona,40312,1,99,Unknown if Distracted
2017,4,Arizona,40312,2,0,Not Distracted
2017,4,Arizona,40313,1,0,Not Distracted
2017,4,Arizona,40314,1,0,Not Distracted
2017,4,Arizona,40315,1,99,Unknown if Distracted
2017,4,Arizona,40315,2,0,Not Distracted
2017,4,Arizona,40316,1,96,Not Reported
2017,4,Arizona,40317,1,99,Unknown if Distracted
2017,4,Arizona,40317,2,99,Unknown if Distracted
2017,4,Arizona,40319,1,0,Not Distracted
2017,4,Arizona,40319,2,0,Not Distracted
2017,4,Arizona,40320,1,0,Not Distracted
2017,4,Arizona,40321,1,0,Not Distracted
2017,4,Arizona,40323,1,0,Not Distracted
2017,4,Arizona,40324,1,99,Unknown if Distracted
2017,4,Arizona,40325,1,0,Not Distracted
2017,4,Arizona,40325,2,99,Unknown if Distracted
2017,4,Arizona,40325,3,0,Not Distracted
2017,4,Arizona,40326,1,99,Unknown if Distracted
2017,4,Arizona,40327,1,99,Unknown if Distracted
2017,4,Arizona,40328,1,0,Not Distracted
2017,4,Arizona,40330,1,0,Not Distracted
2017,4,Arizona,40331,1,99,Unknown if Distracted
2017,4,Arizona,40331,2,0,Not Distracted
2017,4,Arizona,40332,1,0,Not Distracted
2017,4,Arizona,40332,2,0,Not Distracted
2017,4,Arizona,40332,3,0,Not Distracted
2017,4,Arizona,40332,4,0,Not Distracted
2017,4,Arizona,40333,1,99,Unknown if Distracted
2017,4,Arizona,40333,2,0,Not Distracted
2017,4,Arizona,40334,1,99,Unknown if Distracted
2017,4,Arizona,40335,1,99,Unknown if Distracted
2017,4,Arizona,40336,1,99,Unknown if Distracted
2017,4,Arizona,40337,1,99,Unknown if Distracted
2017,4,Arizona,40337,2,0,Not Distracted
2017,4,Arizona,40338,1,99,Unknown if Distracted
2017,4,Arizona,40339,1,99,Unknown if Distracted
2017,4,Arizona,40341,1,99,Unknown if Distracted
2017,4,Arizona,40341,2,99,Unknown if Distracted
2017,4,Arizona,40341,3,99,Unknown if Distracted
2017,4,Arizona,40342,1,99,Unknown if Distracted
2017,4,Arizona,40343,1,99,Unknown if Distracted
2017,4,Arizona,40343,2,0,Not Distracted
2017,4,Arizona,40344,1,99,Unknown if Distracted
2017,4,Arizona,40345,1,99,Unknown if Distracted
2017,4,Arizona,40346,1,0,Not Distracted
2017,4,Arizona,40346,2,0,Not Distracted
2017,4,Arizona,40346,3,0,Not Distracted
2017,4,Arizona,40346,4,0,Not Distracted
2017,4,Arizona,40347,1,99,Unknown if Distracted
2017,4,Arizona,40348,1,0,Not Distracted
2017,4,Arizona,40348,2,99,Unknown if Distracted
2017,4,Arizona,40349,1,99,Unknown if Distracted
2017,4,Arizona,40349,2,99,Unknown if Distracted
2017,4,Arizona,40350,1,99,Unknown if Distracted
2017,4,Arizona,40351,1,99,Unknown if Distracted
2017,4,Arizona,40352,1,0,Not Distracted
2017,4,Arizona,40353,1,0,Not Distracted
2017,4,Arizona,40353,2,0,Not Distracted
2017,4,Arizona,40354,1,99,Unknown if Distracted
2017,4,Arizona,40354,2,0,Not Distracted
2017,4,Arizona,40355,1,99,Unknown if Distracted
2017,4,Arizona,40356,1,0,Not Distracted
2017,4,Arizona,40356,2,0,Not Distracted
2017,4,Arizona,40357,1,0,Not Distracted
2017,4,Arizona,40357,2,0,Not Distracted
2017,4,Arizona,40358,1,99,Unknown if Distracted
2017,4,Arizona,40359,1,0,Not Distracted
2017,4,Arizona,40359,2,0,Not Distracted
2017,4,Arizona,40359,3,0,Not Distracted
2017,4,Arizona,40360,1,0,Not Distracted
2017,4,Arizona,40360,2,0,Not Distracted
2017,4,Arizona,40361,1,99,Unknown if Distracted
2017,4,Arizona,40362,1,99,Unknown if Distracted
2017,4,Arizona,40363,1,0,Not Distracted
2017,4,Arizona,40363,2,99,Unknown if Distracted
2017,4,Arizona,40364,1,0,Not Distracted
2017,4,Arizona,40364,2,0,Not Distracted
2017,4,Arizona,40365,1,0,Not Distracted
2017,4,Arizona,40365,2,99,Unknown if Distracted
2017,4,Arizona,40366,1,99,Unknown if Distracted
2017,4,Arizona,40367,1,99,Unknown if Distracted
2017,4,Arizona,40367,2,0,Not Distracted
2017,4,Arizona,40368,1,99,Unknown if Distracted
2017,4,Arizona,40369,1,0,Not Distracted
2017,4,Arizona,40370,1,96,Not Reported
2017,4,Arizona,40371,1,99,Unknown if Distracted
2017,4,Arizona,40371,2,99,Unknown if Distracted
2017,4,Arizona,40372,1,1,Looked But Did Not See
2017,4,Arizona,40373,1,99,Unknown if Distracted
2017,4,Arizona,40375,1,99,Unknown if Distracted
2017,4,Arizona,40375,2,99,Unknown if Distracted
2017,4,Arizona,40376,1,0,Not Distracted
2017,4,Arizona,40376,2,0,Not Distracted
2017,4,Arizona,40377,1,1,Looked But Did Not See
2017,4,Arizona,40378,1,0,Not Distracted
2017,4,Arizona,40378,2,0,Not Distracted
2017,4,Arizona,40379,1,99,Unknown if Distracted
2017,4,Arizona,40379,2,0,Not Distracted
2017,4,Arizona,40380,1,99,Unknown if Distracted
2017,4,Arizona,40380,2,0,Not Distracted
2017,4,Arizona,40381,1,99,Unknown if Distracted
2017,4,Arizona,40381,2,0,Not Distracted
2017,4,Arizona,40382,1,99,Unknown if Distracted
2017,4,Arizona,40382,2,0,Not Distracted
2017,4,Arizona,40383,1,99,Unknown if Distracted
2017,4,Arizona,40385,1,0,Not Distracted
2017,4,Arizona,40386,1,0,Not Distracted
2017,4,Arizona,40387,1,99,Unknown if Distracted
2017,4,Arizona,40388,1,0,Not Distracted
2017,4,Arizona,40389,1,1,Looked But Did Not See
2017,4,Arizona,40390,1,0,Not Distracted
2017,4,Arizona,40391,1,99,Unknown if Distracted
2017,4,Arizona,40392,1,99,Unknown if Distracted
2017,4,Arizona,40392,2,99,Unknown if Distracted
2017,4,Arizona,40392,3,99,Unknown if Distracted
2017,4,Arizona,40393,1,99,Unknown if Distracted
2017,4,Arizona,40394,1,0,Not Distracted
2017,4,Arizona,40395,1,99,Unknown if Distracted
2017,4,Arizona,40396,1,1,Looked But Did Not See
2017,4,Arizona,40397,1,0,Not Distracted
2017,4,Arizona,40397,2,0,Not Distracted
2017,4,Arizona,40398,1,99,Unknown if Distracted
2017,4,Arizona,40398,2,99,Unknown if Distracted
2017,4,Arizona,40399,1,99,Unknown if Distracted
2017,4,Arizona,40400,1,0,Not Distracted
2017,4,Arizona,40401,1,0,Not Distracted
2017,4,Arizona,40401,2,0,Not Distracted
2017,4,Arizona,40402,1,0,Not Distracted
2017,4,Arizona,40403,1,0,Not Distracted
2017,4,Arizona,40403,2,0,Not Distracted
2017,4,Arizona,40403,3,0,Not Distracted
2017,4,Arizona,40404,1,0,Not Distracted
2017,4,Arizona,40405,1,99,Unknown if Distracted
2017,4,Arizona,40406,1,99,Unknown if Distracted
2017,4,Arizona,40407,1,99,Unknown if Distracted
2017,4,Arizona,40408,1,99,Unknown if Distracted
2017,4,Arizona,40409,1,99,Unknown if Distracted
2017,4,Arizona,40410,1,99,Unknown if Distracted
2017,4,Arizona,40411,1,99,Unknown if Distracted
2017,4,Arizona,40412,1,0,Not Distracted
2017,4,Arizona,40412,2,0,Not Distracted
2017,4,Arizona,40413,1,0,Not Distracted
2017,4,Arizona,40414,1,0,Not Distracted
2017,4,Arizona,40415,1,1,Looked But Did Not See
2017,4,Arizona,40416,1,99,Unknown if Distracted
2017,4,Arizona,40416,2,0,Not Distracted
2017,4,Arizona,40416,3,0,Not Distracted
2017,4,Arizona,40417,1,99,Unknown if Distracted
2017,4,Arizona,40418,1,0,Not Distracted
2017,4,Arizona,40419,1,0,Not Distracted
2017,4,Arizona,40419,2,0,Not Distracted
2017,4,Arizona,40420,1,0,Not Distracted
2017,4,Arizona,40422,1,99,Unknown if Distracted
2017,4,Arizona,40422,2,0,Not Distracted
2017,4,Arizona,40423,1,99,Unknown if Distracted
2017,4,Arizona,40423,2,99,Unknown if Distracted
2017,4,Arizona,40424,1,0,Not Distracted
2017,4,Arizona,40424,2,0,Not Distracted
2017,4,Arizona,40425,1,0,Not Distracted
2017,4,Arizona,40426,1,0,Not Distracted
2017,4,Arizona,40427,1,99,Unknown if Distracted
2017,4,Arizona,40428,1,12,"Distracted by Outside Person, Object or Event"
2017,4,Arizona,40429,1,0,Not Distracted
2017,4,Arizona,40429,2,0,Not Distracted
2017,4,Arizona,40429,3,0,Not Distracted
2017,4,Arizona,40430,1,99,Unknown if Distracted
2017,4,Arizona,40430,2,99,Unknown if Distracted
2017,4,Arizona,40431,1,0,Not Distracted
2017,4,Arizona,40432,1,1,Looked But Did Not See
2017,4,Arizona,40433,1,99,Unknown if Distracted
2017,4,Arizona,40434,1,99,Unknown if Distracted
2017,4,Arizona,40434,2,0,Not Distracted
2017,4,Arizona,40435,1,99,Unknown if Distracted
2017,4,Arizona,40435,2,99,Unknown if Distracted
2017,4,Arizona,40436,1,0,Not Distracted
2017,4,Arizona,40437,1,96,Not Reported
2017,4,Arizona,40437,2,0,Not Distracted
2017,4,Arizona,40437,3,0,Not Distracted
2017,4,Arizona,40437,4,0,Not Distracted
2017,4,Arizona,40438,1,99,Unknown if Distracted
2017,4,Arizona,40439,1,99,Unknown if Distracted
2017,4,Arizona,40440,1,99,Unknown if Distracted
2017,4,Arizona,40441,1,0,Not Distracted
2017,4,Arizona,40442,1,96,Not Reported
2017,4,Arizona,40442,2,0,Not Distracted
2017,4,Arizona,40443,1,0,Not Distracted
2017,4,Arizona,40444,1,99,Unknown if Distracted
2017,4,Arizona,40445,1,0,Not Distracted
2017,4,Arizona,40445,2,0,Not Distracted
2017,4,Arizona,40446,1,93,"Inattention (Inattentive), Details Unknown"
2017,4,Arizona,40446,2,0,Not Distracted
2017,4,Arizona,40447,1,96,Not Reported
2017,4,Arizona,40448,1,99,Unknown if Distracted
2017,4,Arizona,40449,1,99,Unknown if Distracted
2017,4,Arizona,40450,1,0,Not Distracted
2017,4,Arizona,40450,2,0,Not Distracted
2017,4,Arizona,40451,1,0,Not Distracted
2017,4,Arizona,40452,1,0,Not Distracted
2017,4,Arizona,40453,1,0,Not Distracted
2017,4,Arizona,40453,2,0,Not Distracted
2017,4,Arizona,40453,3,0,Not Distracted
2017,4,Arizona,40453,4,0,Not Distracted
2017,4,Arizona,40453,5,0,Not Distracted
2017,4,Arizona,40454,1,99,Unknown if Distracted
2017,4,Arizona,40455,1,0,Not Distracted
2017,4,Arizona,40456,1,99,Unknown if Distracted
2017,4,Arizona,40457,1,0,Not Distracted
2017,4,Arizona,40457,2,0,Not Distracted
2017,4,Arizona,40458,1,99,Unknown if Distracted
2017,4,Arizona,40459,1,12,"Distracted by Outside Person, Object or Event"
2017,4,Arizona,40459,2,0,Not Distracted
2017,4,Arizona,40460,1,99,Unknown if Distracted
2017,4,Arizona,40460,2,0,Not Distracted
2017,4,Arizona,40461,1,99,Unknown if Distracted
2017,4,Arizona,40461,2,0,Not Distracted
2017,4,Arizona,40462,1,5,While Talking or Listening to Cellular Phone
2017,4,Arizona,40462,2,99,Unknown if Distracted
2017,4,Arizona,40462,3,0,Not Distracted
2017,4,Arizona,40463,1,99,Unknown if Distracted
2017,4,Arizona,40463,2,0,Not Distracted
2017,4,Arizona,40463,3,0,Not Distracted
2017,4,Arizona,40463,4,0,Not Distracted
2017,4,Arizona,40464,1,0,Not Distracted
2017,4,Arizona,40464,2,99,Unknown if Distracted
2017,4,Arizona,40465,1,99,Unknown if Distracted
2017,4,Arizona,40465,2,0,Not Distracted
2017,4,Arizona,40466,1,0,Not Distracted
2017,4,Arizona,40466,2,0,Not Distracted
2017,4,Arizona,40467,1,0,Not Distracted
2017,4,Arizona,40467,2,0,Not Distracted
2017,4,Arizona,40468,1,12,"Distracted by Outside Person, Object or Event"
2017,4,Arizona,40469,1,0,Not Distracted
2017,4,Arizona,40470,1,99,Unknown if Distracted
2017,4,Arizona,40471,1,99,Unknown if Distracted
2017,4,Arizona,40472,1,99,Unknown if Distracted
2017,4,Arizona,40472,2,0,Not Distracted
2017,4,Arizona,40473,1,99,Unknown if Distracted
2017,4,Arizona,40473,2,0,Not Distracted
2017,4,Arizona,40474,1,99,Unknown if Distracted
2017,4,Arizona,40475,1,99,Unknown if Distracted
2017,4,Arizona,40476,1,99,Unknown if Distracted
2017,4,Arizona,40477,1,0,Not Distracted
2017,4,Arizona,40478,1,0,Not Distracted
2017,4,Arizona,40478,2,0,Not Distracted
2017,4,Arizona,40479,1,99,Unknown if Distracted
2017,4,Arizona,40480,1,3,By Other Occupant(s)
2017,4,Arizona,40480,2,0,Not Distracted
2017,4,Arizona,40480,3,0,Not Distracted
2017,4,Arizona,40481,1,0,Not Distracted
2017,4,Arizona,40482,1,5,While Talking or Listening to Cellular Phone
2017,4,Arizona,40483,1,99,Unknown if Distracted
2017,4,Arizona,40483,2,0,Not Distracted
2017,4,Arizona,40484,1,99,Unknown if Distracted
2017,4,Arizona,40485,1,0,Not Distracted
2017,4,Arizona,40486,1,99,Unknown if Distracted
2017,4,Arizona,40487,1,12,"Distracted by Outside Person, Object or Event"
2017,4,Arizona,40488,1,10,While Using or Reaching for Device/Object Brought into Vehicle
2017,4,Arizona,40488,2,0,Not Distracted
2017,4,Arizona,40489,1,99,Unknown if Distracted
2017,4,Arizona,40489,2,0,Not Distracted
2017,4,Arizona,40490,1,99,Unknown if Distracted
2017,4,Arizona,40491,1,0,Not Distracted
2017,4,Arizona,40491,2,99,Unknown if Distracted
2017,4,Arizona,40491,3,0,Not Distracted
2017,4,Arizona,40492,1,0,Not Distracted
2017,4,Arizona,40493,1,99,Unknown if Distracted
2017,4,Arizona,40494,1,99,Unknown if Distracted
2017,4,Arizona,40495,1,99,Unknown if Distracted
2017,4,Arizona,40495,2,0,Not Distracted
2017,4,Arizona,40495,3,0,Not Distracted
2017,4,Arizona,40495,4,0,Not Distracted
2017,4,Arizona,40496,1,99,Unknown if Distracted
2017,4,Arizona,40496,2,0,Not Distracted
2017,4,Arizona,40497,1,0,Not Distracted
2017,4,Arizona,40497,2,0,Not Distracted
2017,4,Arizona,40497,3,0,Not Distracted
2017,4,Arizona,40497,4,0,Not Distracted
